source,label,sector,CROWDSAP,FLFRCSAP,target_fraction,contamination_fraction_total_flux,contamination_ratio_vs_target,depth_correction_factor,radius_correction_factor,corrected_depth_ppm,corrected_rp_rs,corrected_rp_earth,corrected_rp_earth_err
SPOC_CROWDSAP,Sector 37,37,0.97762835,0.94107628,0.97762835,0.022371649999999965,0.02288359375011983,1.0228835937501197,1.0113770779240154,3237.844815156387,0.05690206336466533,16.095024142486402,0.6914722267842927
SPOC_CROWDSAP,Sector 63,63,0.97406495,0.93564993,0.97406495,0.02593504999999996,0.02662558590163824,1.0266255859016382,1.0132253381660163,3249.6897503574005,0.05700605012064421,16.124437299918903,0.6927358708326989
SPOC_CROWDSAP,Sector 64,64,0.98158622,0.93173587,0.98158622,0.018413780000000046,0.018759207927756,1.018759207927756,1.0093360232983641,3224.789447632419,0.0567872296175154,16.06254286108004,0.6900767704131789
SPOC_CROWDSAP,Sector 90,90,0.97782713,0.93036371,0.97782713,0.02217287000000001,0.02267565433575157,1.0226756543357516,1.0112742725570307,3237.1866018867713,0.056896279332543105,16.093388100994346,0.6914019393933819
SPOC_CROWDSAP,Sector 99,99,0.97475088,0.90610188,0.97475088,0.025249120000000014,0.02590315178787016,1.02590315178787,1.0128687732316908,3247.4029509954316,0.056985989076223216,16.118762936368846,0.69249208960163
SPOC_CROWDSAP,Sector 100,100,0.97304165,0.93117619,0.97304165,0.02695835000000002,0.02770523748906331,1.0277052374890634,1.0137579777683938,3253.1072890840737,0.057036017472155906,16.1329137103959,0.6931000332207624
