source_artifact,source_csv_row,model_id,mask_id,cell_id,window_hours,polynomial_degree,kernel_id,held_sector,screening_valid,optimizer_success,branch_log_predictive_density,input_fold_any_parameter_at_boundary,parameter_index,parameter_name,parameter_value,lower_bound,upper_bound,nearest_boundary,distance_fraction,at_boundary,transformation,transformed_value,transformed_unit
outputs/faz6_loso_scores.csv,9,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,63,True,True,2577.7927520124526,False,10,delta_amplitude_s90,-0.098514094525788201,-3,3,lower,0.48358098424570195,False,exp,0.90618292030572212,multiplicative_ratio
outputs/faz6_loso_scores.csv,9,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,63,True,True,2577.7927520124526,False,11,delta_amplitude_s99,-0.063055182771027937,-3,3,lower,0.48949080287149532,False,exp,0.93889166161599646,multiplicative_ratio
outputs/faz6_loso_scores.csv,9,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,63,True,True,2577.7927520124526,False,12,delta_amplitude_s100,0.15915659091882067,-3,3,upper,0.47347390151352986,False,exp,1.1725215385309899,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,0,mu_jitter,-1.3220552248720014,-6,2,upper,0.41525690310900021,False,exp,0.2665868426457339,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,1,mu_amplitude,-0.96579220754216688,-6,2,upper,0.37072402594277087,False,exp,0.38068150149465596,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,2,log_timescale_minutes,5.8861040314501558,1.3862943611198906,5.8861040314501558,upper,0,True,exp,360.00000000000006,minutes
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,3,delta_jitter_s37,-0.21012585561533931,-3,3,lower,0.46497902406411012,False,exp,0.81048223581053658,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,4,delta_jitter_s63,-0.26780303103691372,-3,3,lower,0.45536616149384773,False,exp,0.76505845903431524,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,5,delta_jitter_s90,0.14083419246441506,-3,3,upper,0.47652763458926417,False,exp,1.1512337489281386,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,6,delta_jitter_s99,0.30198541891270519,-3,3,upper,0.44966909684788248,False,exp,1.3525415050399461,multiplicative_ratio
