source_artifact,source_csv_row,model_id,mask_id,cell_id,window_hours,polynomial_degree,joint_model_weight,sector,timescale_minutes,filled_bins,eligible,unbinned_rms,binned_rms,effective_cadences_per_bin,finite_bin_correction,white_noise_rms,beta,weighted_beta_contribution
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,90,40,72,True,0.0004794949103266866,0.00012986507086271582,20,1.0070176299560269,0.00010797073993990485,1.2027802248553365,0.054671828402515298
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,90,80,36,True,0.0004794949103266866,9.7695619981196351e-05,39.999999999999993,1.0141851056742199,7.6890243134758099e-05,1.2705853954704589,0.057753881612293591
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,90,160,18,True,0.0004794949103266866,5.7811366614578836e-05,79.999999999999986,1.0289915108550531,5.5163371282661727e-05,1.0480027828311753,0.047636490128689792
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,90,320,9,True,0.0004794949103266866,3.3000048380826955e-05,160,1.0606601717798212,4.0206870538336392e-05,0.82075645129759889,0.037307111422618132
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,90,360,9,True,0.0004794949103266866,2.7827826508571083e-05,154.28571428571428,1.0606601717798212,4.0944672822048082e-05,0.67964461773855533,0.030892937169934333
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,20,96,True,0.00051713980696595511,0.000172725102753754,10,1.0052493799000692,0.0001643924177886668,1.0506877694067327,0.047758534973033305
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,40,48,True,0.00051713980696595511,0.00012707008791140595,20,1.0105823052798226,0.00011685967142643958,1.0873733115995761,0.04942605961816255
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,80,24,True,0.00051713980696595511,8.9128720724365582e-05,39.999999999999993,1.0215078369104984,8.352561387129704e-05,1.0670824983304195,0.048503749924109975
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,160,12,True,0.00051713980696595511,4.6522334215599213e-05,79.999999999999986,1.044465935734187,6.0388919056033485e-05,0.77037865460768074,0.035017211573076398
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,320,6,True,0.00051713980696595511,3.239550029838092e-05,160,1.0954451150103321,4.4785621014069791e-05,0.72334601072526361,0.032879364123875619
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,99,360,6,True,0.00051713980696595511,3.5048734031404101e-05,154.28571428571428,1.0954451150103321,4.5607444076128828e-05,0.76848713497077525,0.03493123340776251
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,20,129,True,0.00048210511334762402,0.00016810657870693083,9.9720850332832303,1.0038986502630631,0.00015326345850784565,1.0968470915611326,0.049856685980051482
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,40,65,True,0.00048210511334762402,0.00013613734523540598,19.533412415974691,1.0077822185373186,0.0001099307951467978,1.2383913447875352,0.056290515672160694
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,80,33,True,0.00048210511334762402,0.00012161734637371995,35.65096952908587,1.0155048005794951,8.1995127598191334e-05,1.4832265030392198,0.067419386501782724
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,160,17,True,0.00048210511334762402,0.00010519201543099656,52.282238442822383,1.0307764064044151,6.8727274318551186e-05,1.5305716176583863,0.069571437166290287
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,320,9,True,0.00048210511334762402,9.065017650672221e-05,51.41702223220301,1.0606601717798212,7.1312315531307717e-05,1.2711714075098954,0.057780518523177067
outputs/faz6r_joint_fits.csv,2,raw_valid::W16_P1,raw_valid,W16_P1,16,1,0.045454545454545456,100,360,8,True,0.00048210511334762402,6.8782162832765968e-05,156.03292768460298,1.0690449676496976,4.126003410099901e-05,1.6670408624577597,0.075774584657170893
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,20,120,True,0.00047245588922437126,0.00018655267814728923,9.9966341299225832,1.0041928905068676,0.00015005535908969508,1.2432256953633891,0.056510258880154055
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,40,60,True,0.00047245588922437126,0.00014416800205959335,19.996658870698301,1.0084389681792214,0.0001065447776312858,1.3531212440886438,0.061505511094938355
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,80,30,True,0.00047245588922437126,0.00012126091517307869,39.996664860132562,1.0170952554312156,7.5982049849884466e-05,1.5959152906857654,0.072541604122080244
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,160,16,True,0.00047245588922437126,9.9397951408599063e-05,70.804790922462701,1.0327955589886444,5.7988824654009658e-05,1.7140880506141825,0.077913093209735565
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,320,8,True,0.00047245588922437126,5.6844334683905766e-05,147.52231766885632,1.0690449676496976,4.1584202496616399e-05,1.366969456454793,0.062134975293399682
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,37,360,8,True,0.00047245588922437126,7.7712852197056511e-05,119.10034387682394,1.0690449676496976,4.6280786701789424e-05,1.6791601382621222,0.076325460830096462
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,20,169,True,0.00049469321437039073,0.00019370628377290497,9.1620592474668161,1.0029717747535973,0.0001639185549311206,1.1817227394073924,0.053714669973063289
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,40,89,True,0.00049469321437039073,0.00017127411494249821,14.407665870904978,1.0056657677198904,0.00013106683324809996,1.3067693076728939,0.059398604894222454
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,80,49,True,0.00049469321437039073,0.00016640655236104242,16.72198064510026,1.0103629710818451,0.00012222766532638449,1.3614475243120048,0.061883978377818401
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,160,31,True,0.00049469321437039073,0.00018206390654004919,14.33812303553136,1.0165300454651272,0.00013280365306162536,1.3709254402479834,0.062314792738544698
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,320,21,True,0.00049469321437039073,0.00020480018499906185,10.811480784761565,1.0246950765959599,0.00015416578987972434,1.3284411876256139,0.060383690346618814
outputs/faz6r_joint_fits.csv,3,raw_valid::W20_P1,raw_valid,W20_P1,20,1,0.045454545454545456,63,360,21,True,0.00049469321437039073,0.00020591740345007994,10.742349413176003,1.0246950765959599,0.00015466105401636953,1.3314108374580544,0.060518674429911566
